Sandra Knight,,,unknown,,,,1992+,
Shirley Knight,Knight Hopkins,,lead,,1937,1959,1984+,1982
Ted Knight,,,unknown,,,1960,1986,
Don Knotts,Knotts,,`hayseed' comedian,,1924,1960,1984+,1981
Patric Knowles,Knowles,,light lead,,1911,1934,1984+,1973
Alexander Knox,Knox,,quiet-spoken,,1907,1938,1984+,1983
Walter Koenig,,,unknown,,,,1992+,
Fred Kohler sr.,Kohler sr.,,western badman,,1889,1919,1938,1938
Clarence Kolb,Kolb,,explosive executive,,1874,1938,1964,1957
Henry Kolker,Kolker,,heavy lawyer,,1874,1915,1947,1947
Anna Konstam,,,unknown,,,,1992+,
Phyllis Konstam,Konstam,,heroine,,1907,1928,1976,1960
Leopoldine Konstatin,,,unknown,,,,1992+,
Keystone Kops,Sterling,,zany comics,,n.a.,1912,n.a.,1920
Miliza Korjus,Korjus,,singer,,1908,1938,1980,1942
Harvey Korman,Korman,,loud-mouth,,1927,1966,1992+,1978
Charlie Korsmo,,,unknown,,,,1992+,
Fritz Kortner,Kohn,,character,,1892,1916,1970,1948
Charles Korvin,Kaiser,,lead,,1907,1944,1984+,1959
Sylva Koscina,Koscina,,lead,,1935,1960,1984+,1970
Martin Kosleck,Yoshkin,,character,,1907,1939,1984+,1970
Linda Koslowski),Koslovski,,romatic businesswoman,,,1987,1984+,
David Kossoff,Kossoff,,character,,1919,1950,1984+,1964
Sho Kosugi,,,unknown,,,,1992+,
Yaphet Kotto,Kotto,,black character,,1937,1968,1984+,1983
Nancy Kovack,Kovack,,lead,,1935,1960,1984+,1969
Jeroen Krabbe,Krabbe,,unknown,,,1992,1984+,1993
Ernie Kovacs,Kovacs,,"big, cigar-smoking",,1919,1957,1962,1962
Jeffrey Kramer,,,unknown,,,,1992+,
Werner Krauss,Krauss,,distinguished,,1884,1916,1959,1959
Kurt Kreuger,Kreuger,,continental heartthrob,,1917,1943,1984+,1967
Lisa Kreuzer,,,unknown,,,,1992+,
Anneline Kriel,,,unknown,,,,1992+,
Alice Krige,Krige,,lead,,,1981,1984+,1997
Sylvia Kristel,Kristel,,"lead, nude",,1952,1973,1984+,1982
Marta Kristen,,,unknown,,,,1992+,
Kris Kristofferson,Kristofferson,,"lead, singer",,1936,1972,1984+,1984
Joseph Kroner,,,unknown,,,,1992+,
Alma Kruger,Kruger,,nurse,,1868,1936,1960,1947
Hardy Kruger,Kruger,,lead,,1928,1943,1984+,1979
Otto Kruger,Kruger,,suave,,1885,1932,1974,1964
Gene Krupa,,,musician,,,,1992+,
Jack Kruschen,Kruschen,,character comedian,[4.11],1922,1949,1984+,1981
Vivian Kubrick,,,unknown,,,,1992+,
Youki Kudoh,Kudoh,,lively,,1971,1989,1984+,1992
Paul Kukas,,,unknown,,,,1992+,
Nancy Kulp,Kulp,,comedy,,1919,1952,1991,1981
Cal Kuniholme,,,unknown,,,,1992+,
Alwyn Kurts,,,unknown,,,,1992+,
Katy Kurtzman,,,unknown,,,,1992+,
James Kushner,,,unknown,,,,1992+,
Nancy Kwan,Kwan,,exotic,,1938,1960,1984+,1978
Burt Kwouk,Kwouk,,assistant,,1930,1964,1984+,1982
Sam Kydd,Kydd,,character comedian,,1917,1945,1982,1966
Machiko Kyo,Kyo,,lead,,1924,1950,1984+,1958
Kay Kyser,Kyser,,mild-mannered,,1897,1939,1984+,1944
David Labiosa,,,unknown,,,,1992+,
Catherine Lacey,Lacey,,"sympathetic spinsters, eccentric types",,1904,1938,1979,1967
Ronald Lacey,,,unknown,,,1964,1991,1984
Taylor Lacher,,,unknown,,,,1992+,
Stephen Lack,,,unknown,,,,1992+,
Frank Lackteen,Lackteen,,character,,1894,1916,1968,1965
Denis Lacroix,,,unknown,,,,1992+,
Jerry Lacy,,,unknown,,,,1992+,
Alan Ladd,Ladd,,"unsmiling, pint-sized tough-guy","[4.108,1134]",1913,1932,1964,1964
Cheryl Ladd,Stoppelmoor,,lead,,1951,1973,1984+,1983
David Ladd,,,unknown,,,,1992+,
Diane Ladd,Ladnier,,lead,,1932,1973,1984+,1983
Patricia Laffan,Laffan,,unknown,,1919,1945,1984+,1956
Marcy Lafferty,,,unknown,,,,1992+,
Bert Lahr,Lahrheim,,wry-faced vaudeville comedian,,1895,1931,1967,1968
Christine Lahti,,,unknown,,,,1992+,
Gary Lahti,,,unknown,,,,1992+,
Frankie Laine,LoVecchio,,pop singer,,1913,1950,1984+,1956
Jenny Laird,Laird,,character,,1917,1939,1984+,1960
Arthur Lake,Silverlake,,"harassed, crumpled-faced",,1905,1917,1984+,1954
Veronica Lake,Ockleman,,petite lead,,1919,1939,1973,1970
Barbara LaMarr,LaMarr,,"lead, silent films",,1896,1922,1926,1926
Hedy Lamarr,Kiesler,,lead,,1913,1933,2000,1957
Fernando Lamas,Lamas,,sexy,,1915,1951,1982,1978
Lorenzo Lamas,,,unknown,,,,1992+,
Gil Lamb,Lamb,,rubber-boned comic,,1906,1942,1984+,1967
Christopher Lambert,Lambert,,ape man,[9.319],,1984,1992+,
Constant Lambert,Lambert,,conductor,,1905,1947,1951,1947
Jack Lambert,Lambert,,character,,1899,1936,1976,1966
Jack Lambert,Lambert,,evil-eyed heavy character,,1920,1943,1984+,1963
Paul Lambert,,,unknown,,,,1992+,
Heath Lamberts,,,unknown,,,,1992+,
Lloyd Lamble,Lamble,,"detective, official, other man",,1914,1953,1984+,1960
Duncan Lamont,Lamont,,unknown,,1918,1953,1984+,1976
Molly Lamont,,,unknown,,,,1992+,
Dorothy Lamour,Kaumeyer,,good-humoured exotic,,1914,1936,1984+,1976
Charles Lampkin,,,unknown,,,,1992+,
Burt Lancaster,Lancaster,,"athletic, lead","[4.378][4.46,173][9.162]",1913,1946,1994,1983
Karl Lanchbury,,,unknown,,,,,
Elsa Lanchester,Sullivan,,evil,,1902,1928,1986,1976
Geoffrey Land,,,unknown,,,,1992+,
David Landau,Landau,,character,,1878,1931,1935,1934
Martin Landau,Landau,,gaunt,,1933,1959,1998+,1994
Judy Landers,,,unknown,,,,1992+,
Elissa Landi,Kuhnelt,,lead,,1904,1929,1948,1943
Marla Landi,Landi,,lead,,1937,1957,1984+,1965
Carole Landis,Ridste,,lead,[4.1082],1919,1937,1948,1948
Cullen Landis,Landis,,hero,,1896,1917,1975,1924
Jessie Royce Landis,Medbury,,fluttery comedienne,,1904,1955,1972,1959
Laurene Landon,,,unknown,,,,1992+,
Michael Landon,Orowitz,,lead,,1937,1957,1991,1974
Valerie Landsburg,,,unknown,,,,1992+,
Abbe Lane,,,unknown,,,,1992+,
Allan \'Rocky' Lane,Albershart,,cowboy star,,1901,1932,1973,1964
Charles Lane,Lane,,character,,1899,1936,1984+,1980
Diane Lane,Lane,,unknown,,1965,1979,1984+,1993
Jocelyn Lane,,,model,[34.309],,1965,1984+,
Lola Lane,Mulligan,,lead,,1909,1929,1981,1940
Lupino Lane,Lupino,,"diminutive, dapper",,1892,1922,1959,1939
Kent Lane,fn,,youth,,,1969,1992+,
Mike Lane,,,unknown,,,,1992+,
Priscilla Lane,Mulligan,,lead,,1917,1938,1984+,1948
Rosemary Lane,Mulligan,,lead,,1913,1938,1974,1945
Richard Lane,Lane,,"reporter, cop",[4.458],1900,1937,1984+,1951
Rusty Lane,Lane,,busybody,,,1956,1984+,
Tom Lane,Lenesky,,young,,,1997,1984+,
Matheson Lang,Lang,,unknown,,1879,1921,1948,1936
Perry Lang,,,unknown,,,,1992+,
Robert Lang,Lang,,character,,1934,1973,1984+,1979
Glenn Langan,Langan,,light lead,,1917,1944,1984+,1957
Harry Langdon,Langdon,,melancholic,,1884,1923,1944,1944
Michael Langdon,Langdon,,good guy,,,1991,1991,
Sue Ane Langdon,Langdon,,"lead, comedienne",,1940,1961,1984+,1980
Hope Lange,Lange,,lead,,1931,1956,1984+,1979
Jessica Lange,Lange,,lead,,1949,1976,1984+,1982
Frank Langella,Langella,,lead,,1940,1970,1984+,1981
Frances Langford,Langford,,band singer,,1914,1935,1984+,1954
Lillie Langtry,LeBreton,,light lead,,1853,1913,1929,1913
Angela Lansbury,Lansbury,,detective,,1925,1944,1984+,1983
Joi Lansing,Wassmansdoff,,sharp blonde,,1928,1948,1972,1971
Robert Lansing,Broom,,"cold-eyed, virile lead",,1929,1959,1984+,1977
Mario Lanza,Cocozza,,opera singer,,1921,1949,1959,1958
Laurie Lapinski,,,unknown,,,,1992+,
Laura LaPlante,LaPlante,,lead,[18.209],1904,1921,1992+,1957
Jane Lapotaire,Lapotaire,,diminutive,,1941,1969,1984+,1975
Rod LaRocque,LaRocque de la Rour,,lead in silent films,,1896,1917,1969,1941
Erik Larsen,,,unknown,,,,1992+,
Ham Larsen,,,unknown,,,,1992+,
Keith Larsen,Larsen,,secondstring lead,,1925,1952,1984+,1960
Wolf Larson,,,jungle boy,,1959,1991,1984+,
Jack LaRue,Biondolillo,,"grim-faced, gangster",,1927,1934,1984+,1976
Louise Lasser,Lasser,,unknown,,1939,1971,1984+,1980
Sidney Lassick,,,unknown,[4.239],,,1992+,
Lassie,,,dog,,,1943,1984+,
Louise Latham,Latham,,unknown,,,1964,,1978
Queen Latifah,Owens,,outrageous,,19bb,1991,1995+,1998
Frank Latimore,Kline,,lead,,,1944,1984+,1976
Matt Lattanzi,,,unknown,,,,1992+,
Lyle Lattel,,,unknown,,,,1992+,
Ellen Hamilton Latzen,Latzen,,girl,,,1988,1992+,
Chester Lauck,Lauck,,hillbilly: Lum,,1902,1940,1980,1942
Tom Laughlin,Laughlin,,unknown,,1938,1967,1984+,1975
Charles Laughton,,,wry,[4.164],1899,1939,1962,
Cyndi Lauper,Lauper,,unknown,,1953,,1984+,
Carol Laure,,,unknown,,,,1992+,
Stan Laurel,Jefferson,,thin comic,,1890,1915,1965,1974
Laurel and Hardy,Laurel and Hardy,,comics,,n.a.,1915,n.a.,1952
John Laurie,,,unknown,,,1935,1980,
Piper Laurie,Jacobs,,pert,,1932,1950,1984+,1978
Ed Lauter,Lauter,,general purpose,,1940,1973,1984+,1983
Harry Lauter,Lauter,,supporting,,1920,1948,1984+,1968
Daliah Lavi,Lavi,,lead,,1940,1963,1984+,1972
John Phillip Law,Law,,lead,,1937,1966,1984+,1981
Peter Lawford,Lawford,,light lead,,1923,1931,1984+,1975
Jody Lawrence,Goddard,,lead,,1930,1951,1984+,1962
Adam Lawrence,,,unknown,,,,1992+,
Barbara Lawrence,Lawrence,,wise-cracking,,1928,1946,1984+,1957
Bruno Lawrence,,,unknown,,,,1992+,
Delphi Lawrence,Lawrence,,unknown,,1927,1954,1984+,1967
Florence Lawrence,Lawrence,,"lead, silent screen",,1886,1909,1938,1920
Gertrude Lawrence,Lawrence-Klasen,,vivacious,,1898,1929,1952,1950
Marc Lawrence,Goldsmith,,Italian ganster,,1910,1933,1984+,1976
Steve Lawrence,,,unknown,,,,1992+,
Leigh Lawson,Lawson,,light lead,,1944,1974,1984+,1978
Wilfrid Lawson,Worsnop,,character,,1900,1936,1966,1966
Frank Lawton,Lawton,,charming but undynamic,,1904,1928,1969,1957
George Lazenby,Lazenby,,good-looking lead,,1939,1969,1984+,1978
Robin Leach,,,unknown,,,,1992+,
Rosemary Leach,,,unknown,,,,1992+,
Cloris Leachman,Leachman,,character,[4.43],1926,1954,1998+,1981
Zarah Leander,bn,,dark-voiced singer,,1907,1927,1981,1954
Michael Learned,Learned,,motherly,,1939,1972,1984+,1981
Denis Leary,Leary,,unknown,,1958,1996,1995+,
JeanPierre Leaud,L\'eaud,,lead,,1944,1959,1984+,1979
Stanley Leavitt,,,unknown,,,,1992+,
Kelly LeBrock,LeBrock,,model,,,1984,1992+,
Francis Lederer,Lederer,,lead,,1906,1928,1984+,1959
Otto Lederer,,,unknown,,,,1992+,
Anna Lee,Winnifrith,,lead,,1914,1932,1984+,1967
Berlinda Lee,Lee,,blonde starlet,,1935,1954,1961,1961
Bill Lee,Lee,,musician,,1928,1987,,1990
Bernard Lee,Lee,,"agent, sergeant",,1908,1935,1981,1979
Brandon Lee,Lee,,martial-arts fighter,,1964,1991,1992,
Bruce Lee,Lee,,diminutive martial-arts fighter,,1940,1969,1973,1979
Canada Lee,Canegata,,black,,1907,1943,1952,1952
Carl Lee,,,unknown,,,,1992+,
China Lee,,,sexy,,,,1992+,
Christopher Lee,Lee,,sinister,[34.289][4.291],1922,1947,1992+,1983
Cinque Lee,Lee,,unknown,,,1989,1992+,
Cynthia Lee,,,unknown,,,,1992+,
Davey Lee,Lee,,child actor,,1925,1928,1984+,1930
Dixie Lee,Wyatt,,lead,,1911,1924,1952,1935
Dorothy Lee,Lee,,lead,,1911,1929,1984+,1939
Gypsy Rose Lee,Hovick,,burlesque queen,,1913,1937,1970,1966
Joie Lee,Lee,,unknown,,,1987,1992+,1990
Mark Lee,,,unknown,,,,1992+,
Michele Lee,Dusiak,,lead,,1942,1967,1984+,1980
Robbie Lee,,,unknown,,,,1992+,
Peggy Lee,Egstrom,,singer,,1921,1955,2002,1955
Pinky Lee,,,cowboy,,,,1992+,
Spike,Lee,,hep,,,1987,1992+,1990
Richard Leech,McClelland,,officer,,1922,1955,1984+,1966
Andrea Leeds,Lees,,lead,,1914,1936,1984+,1939
Thelma Leeds,Leeds,,singer,,1914,1936,1984+,193
Roger Leenhardt,,,unknown,[4.20],,,1992+,
Eva leGallienne,Eva,,unknown,,,1959,1991,1980
James LeGros,Le Gros,,unknown,,1950,1966,1995+,
Beatrix Lehman,,,unknown,,,,1992+,
Fritz Leiber,Leiber,,Shakespearean,,1883,1935,1949,1948
Ron Leibman,Leibman,,character,,1937,1972,1984+,1981
Don Leifert,,,unknown,,,,1992+,
Janet Leigh,Morrison,,heroine,[4.834][4.150],1927,1960,1984+,
Jennifer Jason Leigh,Morrow,,vice maiden victim,,1961,1982,1984+,1990
Vivien Leigh,Hartley,,beauty,,1913,1934,1967,1965
Barbara LeighHunt,Leigh-Hunt,,character,,1935,1953,1984+,1972
Margaret Leighton,Leighton,,lead,,1922,1948,1976,1975
Tom Leindecker,,,unknown,,,,1992+,
Frederick Leister,Leister,,character,,1885,1930,1970,1963
Donovan Leitch,Leitch,,unknown,,,1993,1984+,
Virginia Leith,Leith,,lead,,1932,1954,1984+,1977
Paul LeMat,Le Mat,,lead,,1952,1974,1984+,1983
Harvey Lembeck,Lembeck,,character,,1925,1951,1982,1977
Michael Lembeck,,,unknown,,,,1992+,
Jack Lemmon,Lemmon,,comedian lead,[4.11],1925,1953,2001,1982
Meadowlark Lemon,,,unknown,,,,1992+,
John Lennon,,,unknown,,,,1992+,
Jean Lenoir,,,unknown,,,,1992+,
Rula Lenska,Lenska,,lead,,,1973,1984+,1976
Leib Lensky,,,unknown,,,,1992+,
Lotte Lenya,Blamauer,,character,,1899,1931,1981,1977
Kay Lenz,Lenz,,lead,,1953,1973,1984+,1979
Rick Lenz,Lenz,,unknown,,1939,1970,1984+,1976
Valerie Leon,Leon,,lead,,,1967,,1978
Murray Leonard,Leonard,,burlesque comedian,,1898,1944,1970,1955
Sheldon Leonard,Bershad,,Runyonesque gansters,,1907,1939,1984+,1978
Tea Leoni,Leoni,,unknown,,,1998,1984+,
Michael Lerner,Lerner,,character,,,1970,,1983
Madeleine Leroux,Leroux,,unknown,,,1919,, 
Joan Leslie,Brodell,,"pert, pretty lead dancer",,1925,1936,1984+,1976
Bob Lesser,,,unknown,,,,1992+,
Bruce Lester,Lister,,lead,,1912,1934,1992+,1954
Buddy Lester,,,unknown,,,,1992+,
Mark Lester,Lester,,innocent-looking child,,1958,1964,1984+,1977
Al Lettieri,Lettieri,,unknown,,1927,1968,1975,1975
Oscar Levant,Levant,,"grouchy, neurotic",,1906,1929,1972,1955
Sam Levene,Levene,,Runyonesque roles,,1905,1936,1980,1979
David Lewis,,,unknown,[4.10],,,1992+,
Diana Lewis,Lewis,,lead,,1915,1934,1984+,1943
Fiona Lewis,Lewis,,lead,,1946,1967,1984+,1975
Geoffrey Lewis,,,unknown,,,,1992+,
Jenny Lewis,,,unknown,,1975,,1984+,
Jerry Lewis,Lewis,,goon,,1926,1949,1984+,1983
Jerry Lee Lewis,,,unknown,,,,1992+,
Joe Lewis,,,unknown,,,1981,1992+,
Ronald Lewis,Lewis,,lead,,1928,1955,1982,1974
Sheldon Lewis,Lewis,,character,,1868,1915,1958,1936
Edward Lexy,Little,,character,,1897,1937,1984+,1958
Viola Leyel,,,unknown,,,,1992+,
John Leyton,Leyton,,dramatic roles,,1939,1963,1984+,1966
Brian Libby,,,unknown,,,,1992+,
Liberace,bn,,singer,,,1965,1987,
Anne Libert,,,unknown,,,,1992+,
Jeremy Licht,,,unknown,,,,1992+,
Mitchell Lichtenstein,,,unknown,,,,1992+,
Anki Liden,,,unknown,,,,1992+,
Ron Liebman,,,unknown,,,,1992+,
Lo Lieh,,,unknown,,,,1992+,
Albert Lieven,Lieven,,unknown,,1906,1937,1971,1965
Gordon Lightfoot,,,unknown,,,,1992+,
Beatrice Lillie,Munston,,"sharp-faced, mischievous",,1898,1926,1989,1967
Elmo Lincoln,Linkenhelter,,silent hero,,1889,1914,1952,1919
Gunnel Lindblom,Lindblom,,lead,,1931,1956,1984+,1971
Eric Linden,Linden,,juvenile lead,,1909,1932,1984+,1939
Hal Linden,Lipshitz,,unknown,,1932,,1984+,
Jennie Linden,Linden,,lead,,1939,1963,1984+,1977
Cec Linder,Linder,,character,,1921,1959,1984+,1974
Max Linder,Leuvielle,,dapper silent comedian,,1883,1907,1925,1925
Viveca Lindfors,Lindfors,,unknown,,1920,1947,1984+,1982
Audra Lindley,Lindley,,character,,,1972,1984+,1982
Olga Lindo,Lindo,,character,[4.516],1898,1932,1968,1959
Margaret Lindsay,Kies,,lead,,1910,1932,1981,1963
Mark LinnBaker,,,unknown,,,,1992+,
L\'eon M. Lion,,,unknown,,,1932,1992+,
Eugene Lipinski,,,unknown,,,,1992+,
Dennis Lipscomb,,,unknown,,,,1992+,
Virna Lisi,Pieralisi,,voluptuous,,1937,1963,1984+,1978
Francis Lister,Lister,,character,,1899,1924,1951,1951
Moira Lister,Lister,,lead and character,,1923,1944,1984+,1967
John Litel,Litel,,character,,1895,1929,1972,1965
John Lithgow,,,unknown,,,,1992+,
Ann Little,,,innocent,[77.17],,1918,1984+,
Cleavon Little,Little,,lithe comedy actor,,1939,1968,1992,1972
Lucien Littlefield,Littlefield,,character,,1895,1922,1960,1956
Jack Livesey,Livesey,,unknown,,1901,1933,1961,1951
Roger Livesey,Livesey,,"husky-voiced, roguish",,1906,1920,1976,1970
Sam Livesey,Livesey,,unknown,,1873,1930,1936,1937
Margaret Livingston,Livingston,,silent lead,,1900,1918,1984+,1934
Stanley Livingston,,,unknown,,,,1992+,
Desmond Llewellyn,,,unknown,,,,1992+,
Christopher Lloyd,,,unknown,,,,1992+,
Doris Lloyd,Lloyd,,lady,,1899,1930,1968,1967
Emily Lloyd,Lloyd,,sexy,[9.262],,1987,1992+,
Harold Lloyd,Lloyd,,timid bespectacled `nice' boy,[4.634],1893,1921,1971,1947
Kathleen Lloyd,,,unknown,,,,1992+,
Norman Lloyd,Lloyd,,mean,,1914,1932,1995+,1982
Charles Lloyd-Pack,Pack,,self-effacing roles,,1905,1951,1984+,1972
Tony LoBianco,LoBianco,,character,,,1970,1984+,
Philip Locke,,,unknown,,,,1992+,
Sondra Locke,Locke,,lead,,1947,1976,1984+,1990
Calvin Lockhart,Lockhart,,lead,,1934,1968,1984+,1974
Gene Lockhart,Lockhart,,"musician, genial, shifty parts",,1891,1922,1957,1957
June Lockhart,Lockhart,,supporting,,1925,1940,1984+,1968
Kathleen Lockhart,Lockhart,,character,,1893,1936,1978,1954
Heather Locklear,,,unknown,,,,1992+,
Gary Lockwood,Yusolfsky,,lead,[4.140],1937,1961,1984+,1977
Margaret Lockwood,Day,,"durable, indomitable",[4.580],1916,1935,1990,1976
Barbara Loden,Loden,,unknown,,,1981,1980,
John Loder,Lowe,,lead,,1898,1929,1988,1958
David Lodge,Lodge,,character,[4.1087],1922,1956,1984+,1974
John Lodge,Lodge,,lead,,1903,1932,1984+,1939
Jaqueline Logan,,,unknown,,,,1992+,
Robert F. Logan,Logan,,brawny hero,,,1969,1984+,1978
Robert Loggia,Loggia,,lead,,1930,1956,1984+,1983
Marie Lohr,Lohr,,distinguished,,1890,1932,1975,1956
Gina Lollobrigida,Lollobrigida,,wholesome sexpot,,1927,1947,1984+,1976
Herbert Lom,Kuchacevich ze Schluderpacheru,,villain or kind,,1917,1940,1984+,1983
Herbert Lomas,Lomas,,"gaunt, hollow-voiced",,1887,1932,1961,1953
Karina Lombard,Lombard,,sexy,,1969,1993,1984+,
Carole Lombard,Peters,,charming screwball,[4.333],1908,1921,1942,1942
Sol Lomita,,,unknown,,,,1992+,
Julie London,Peck,,singer,,1926,1926,1984+,
John Lone,,,unknown,,,,1992+,
Audrey Long,Long,,lead,,1924,1944,1984+,1952
Avon Long,,,unknown,,,,1992+,
Richard Long,Long,,lead,,1927,1944,1974,1973
Shelley Long,,,unknown,,,,1992+,
Walter Long,Long,,"burly, evil-faced",,1879,1916,1952,1937
John Longden,Longden,,"lead, character",,1900,1929,1984+,1960
Terence Longden,Longden,,secondary roles,,1922,1952,1984+,1965
Claudine Longet,,,unknown,,,,1992+,
Ray Lonnen,,,unknown,,,,1992+,
Michel Lonsdale,Lonsdale,,chubby character,,1931,1960,1984+,1982
Richard Loo,Loo,,oriental roles,,1903,1931,1983,1971
Herbert Loom,,,unknown,,,,1992+,
Nancy Loomis,,,unknown,,,,1992+,
Rod Loomis,,,unknown,,,,1992+,
Gerry Lopez,,,unknown,,,,1992+,
Perry Lopez,,,unknown,,,,1992+,
Trini Lopez,Lopez,,character,,1933,1966,1984+,1973
Gail Lorber,,,unknown,,,,1992+,
Jack Lord,Ryan,,craggy-faced,,1922,1951,1984+,1979
Marjorie Lord,Lord,,lead,,1922,1938,1984+,1966
Pauline Lord,Lord,,unknown,[4.696],1890,1935,1950,1936
Traci Lords,,,porn,,,1980,1992+,1990
Tony Lorea,,,unknown,,,,1992+,
Sophia Loren,Scicoloni,,sexy,[4.684],1934,1953,1984+,1980
Marion Lorne,MacDougal,,character comedienne,,1886,1951,1968,1968
Peter Lorre,"L\""owenstein",,heavy,"[34.119,171][4.666]",1904,1929,1964,1964
Joan Lorring,Ellis,,nasty teenager,,1926,1941,1984+,1954
Tilly Losch,Losch,,exotic dancer,,1901,1936,1975,1946
Bill Louie,,,unknown,,,,1992+,
Joe Louis,,,unknown,,,,1992+,
Willard Louis,,,unknown,,,,1992+,
Anita Louise,Fremault,,gentle roles,,1915,1930,1970,1956
Tina Louise,Louise,,statuesque lead,[4.247],1934,1958,1984+,1978
Bessie Love,Horton,,"vivacious, petite",,1898,1915,1986,1976
Montagu Love,Love,,"heavily built, stern father",,1877,1916,1943,1944
Phyllis Love,,,unknown,,,,1992+,
Frank Lovejoy,Lovejoy,,tough roles,,1912,1948,1962,1958
Linda Lovelace,Marchiano,,"lead, porno",,1952,1972,1984+,
Dyson Lovell, Lovell,,ty,,,,1984+,
Raymond Lovell,Lovell,,pompous or sinister,,1900,1934,1953,1953
Lyle Lovett,Lovett,,\Agt,,1958,1990,1984+,1998
Arthur Lowe,Lowe,,rotund,,1914,1948,1982,1979
Edmund Lowe,Lowe,,suave lead,,1890,1917,1971,1960
Rob Lowe,,,unknown,[4.784],,,1992+,
Carrie Lowell, Lowell,,unknown,,1964,,1984+,
Robert Lowery,Hanks,,lead,,1916,1937,1971,1966
Lynn Lowry,,,unknown,,,,1992+,
Morton Lowry,Lowry,,character,,1908,1939,1984+,1945
Myrna Loy,Williams,,"villain, comedy, warm",[4.1035],1905,1926,1993,1981
Lisa Lu,,,unknown,,,,1992+,
Antonella Lualdi,dePasquale,,lead,,1931,1952,1984+,1975
Arthur Lucan,Towle,,comedian,,1887,1935,1954,1952
Lisa Lucas,,,unknown,,,,1992+,
Wilfred Lucas,Lucas,,lead,,1926,1955,1984+,1963
Deborah Luce,,,unknown,,,,1992+,
Corinne Luchaire,Luchaire,,unknown,,1921,1938,1950,1938
Laurence Luckinbill,Luckinbill,,lead,,1934,1970,1984+,1980
Charles Ludlam,Ludlam,,unknown,,,1971,1987,
Lorna Luft,,,unknown,,,,1992+,
Bela Lugosi,Blasko,,dracula,[4.290],1882,1923,1956,1956
Paul Lukas,Lukacs,,suave lead,"[4.504, 280]",1887,1928,1971,1968
Jorge Luke,,,unknown,,,,1992+,
Keye Luke,Luke,,unknown,,1904,1934,1991,1978
Aldrick Lukes,,,unknown,,,,1992+,
Folco Lulli,Lulli,,character,,1912,1947,1970,1966
Lulu,Lawrie,,pop singer,,1948,1965,1984+,1972
Joanna Lumley,Lumley,,lead,,1946,1968,1984+,1983
Dayton Lummis,Lummis,,character,,1903,1952,1984+,1956
Barbara Luna,Luna,,beautiful foreigners,,1937,1960,1984+,1969
Art Lund,London,,big,,1915,1968,1990,
John Lund,Lund,,stodgy,,1913,1946,1992,1960
Alfred Lunt,Lund,,distinguished,,1892,1923,1977,1943
Ida Lupino,Lupino,,fraught attractive,"[4.53,266]",1914,1933,1984+,1976
Stanley Lupino,Lupino,,comedian,,1893,1932,1932,1939
Paul Lupone,,,unknown,,,,1992+,
Alfred Lutter,,,unknown,,,,1992+,
Thuy An Luu,,,tootsie,,1967,1981,1984+,
Jimmy Lydon,Lydon,,gangling,,1923,1938,1984+,1958
Viola Lyel,Lyel,,comedy actress,,1900,1930,1972,1956
Alfred Lynch,Lynch,,cockney private,,1933,1961,1984+,1968
Richard Lynch,Lynch,,haughty evil,,1936,1973,1984+,1982
Paul Lynde,Lynde,,flustered funny-voiced,,1926,1953,1982,1973
Robert Lynen,Lynen,,child,,1921,1932,1944,1938
Carol Lynley,Lynley,,clean,[34.249],1942,1958,1984+,1983
Ann Lynn,Lynn,,unknown,,1934,1960,1984+,1969
Diana Lynn,Loehr,,"pert, witty",,1926,1939,1971,1971
Jeffrey Lynn,Lind,,varied,,1909,1938,1984+,1967
Leni Lynn,Lynn,,singer,,1925,1943,1984+,1946
Ralph Lynn,Lynn,,silly monocled ass,,1882,1930,1964,1937
Sharon Lynn,Lynn,,lead,,1910,1929,1963,1941
Vera Lynn,Lynn,,singer,have CD,1921,1944,1984+,1945
Ben Lyon,Lyon,,amiable,,1901,1919,1979,1954
Sue Lyon,Lyon,,sexy juvenile,[9.213],1946,1962,1984+,1978
Tom Lyons,,,unknown,,,,1992+,
Bert Lytell,Lytell,,silent lead,,1888,1917,1954,1943
James MacArthur,MacArthur,,lead,,1937,1957,1984+,1979
Ralph Macchio,,,unknown,[4.784],,,1992+,
Simon MacCorkindale,MacCorkindale,,lead,,1952,1978,1984+,1983
J.Farrell MacDonald,MacDonald,,character,,1875,1931,1952,1951
Jeanette MacDonald,MacDonald,,sweet,[4.768],,1929,1984+,1932
Andie MacDowell,,,unknown,,,,1992+,
Niall MacGinnis,MacGinnis,,unknown,[4.738],1913,1935,1984+,1969
Jack MacGowran,MacGowran,,"mean, sharp-featured",,1916,1952,1973,1973
Ali MacGraw,MacGraw,,lead,,1938,1968,1984+,1983
Marlena MacGuire,,,unknown,[4.30],,,1992+,
Stephen Macht,Macht,,heavy-featured,,,1976,,1978
Helen Mack,Mack,,lead,,1913,1924,1984+,1945
Kerry Mack,,,unknown,,,,1992+,
Marion Mack,,,unknown,,,,1992+,
Dorothy Mackaill,Mackaill,,lead,,1903,1921,1984+,1937
Barry Mackay,Mackay,,lead,,1906,1934,1984+,1955
Fulton Mackay,Mackay,,unknown,,,1983,1987\UN,
Janet MacLachian,,,unknown,,,,1992+,
Kyle MacLachlan,,,boyish,,,,1992+,
Sandy Mackendrick, Mackendrick,,unknown,,1912,,1984+,
Kenneth MacKenna, Mielziner,,general purpose,,1899,1925,1962,1962
