RiQ35,The Prisoner of Zenda,1979
RrS5,Meet Me After the Show,1951
RrS10,Gentlemen Prefer Brunettes,1955
RSn10,The Titan: Story of Michelangelo,1951
RSn100,Michelangelo,1989
BF5,Sweet Charity,1968
BF6,Cabaret,1972
BF7,Lenny,1974
BF8,All That Jazz,1979
BF9,Star 80,1983
CMk11,The Koumiko Mystery,1965
CMk16,The Train Rolls On,1974
CMk20,La Jete\'ee,1978
CMk30,The Koumiko Mystery,1965
CMk40,Sans Soleil,1982
CMk50,A Day in the Life of Andrei Arsenevich,2001
CNy1,The Thing,1951
CNy15,First to Fight,1967
DaM1,Come Back Little Sheba,1952
DaM3,I'll Cry Tomorrow,1955
DaM4,The Rose Tatoo,1956
DaM5,The Teahouse of the August Moon,1956
DaM6,Butterfield Eight,1960
DaM7,The Last Angry Man,1959
DaM10,Ada,1961
DaM15,Our Man Flint,1965
DaM30,Journey into Fear,1976
DaM35,Matilda,1978
EMr10,Sissi - Eine Prinzessin,1952
EMr13,Sissi - Eine Kaiserin,1955
EMr15,Sissi - Schicksalsjahre einer Kaiserin,1957
FrQ10,Johann Mouse,1952
FrT5,Son of Paleface,1958
FrT7,Susan Slept Here,1954
FrT10,Artists and Models,1955
FrT13,The Girl Can't Help It,1957
FrT16,Will Success Spoil Rock Hunter?,1957
FrT20,Rock a Bye Baby,1958
FrT22,Say One For Me,1959
FrT23,Cinderfella,1960
FrT25,The Disorderly Orderly,1960
FrT30,The Alphabet Murders,1965
FrT32,The Glass Bottom Boat,1966
GH3,An Inspector Calls,1954
GH8,The Devil's Disciple,1959
GH12,Goldfinger,1964
GH15,Diamonds are Forever,1971
GH16,Live and Let Die,1972
GH17,The Man with the Golden Gun,1974
GH25,Force 10 From Navarone,1978
GH30,The Mirror Cracked,1980
GH35,Tendres Cousines,1983
GiF10,"Hello, Elephant",1952
HaB1,Navajo,1952
HaB3,Crazylegs,1954
HaB5,Unchained,1955
HaB7,Drango,1956
HaB9,Zero Hour!,1957
HaB15,All the Young Men,1960
HaB20,The Caretakers,1964
HaB24,Changes,1969
HaB27,The Wild Pack,1972
HaB28,Johnathan Livingston Seagull,1973
HaB35,Children of Sanchez,1978
HHo3,"Beware, My Lovely",1952
HHo5,Vicki,1953
HHo10,The Wild Party,1956
JHo1,Atomic City,1952
JHo5,Hurricane Smith,1952
JHo15,The Private War Of Major Benson,1955
JHo20,One Desire,1953
JHo24,Toy Tiger,1956
JHo40,Day of Reckoning,1962
JmH1,"Go Man, Go",1952
KHu8,Joe Macbeth,1955
KHu13,The Trials of Oscar Wilde,1960
KHu15,Of Human Bondage,1964
KHu18,Chitty Chitty Bang Bang,1969
KHu19,Cromwell,1970
KHu21,Oh Alfie,1975
KHu22,Sextette,1978
LeK10,Small Town Girl,1952
LGB10,Welcome Mr.~Marshall,1952
MuB1,The Happy Family,1952
MuB5,The Beachcomber,1954
MuB10,The Truth About Women,1957
NJu3,Law and Order,1953
NJu9,Attack of the 50-foot Woman,1957
NJu10,Hellcats of the Navy,1957
NJu12,The Seventh Voyage of Sinbad,1958
NJu15,Jack the Giant Killer,1962
NJu20,Siege of the Saxons,1962
PeB1,The Beggar's Opera,1952
PeB2,Moderato Cantabile,1960
PeB3,Lord of the Flies,1963
PeB4,The Marat-Sade,1966
PeB5,Tell Me Lies,1967
PeB6,King Lear,1970
PeB8,Meetings with Remarkable Men,1972
PeB10,The Mahabharata,1989
PhL10,The Brave Don't Cry,1952
PhL12,The Kidnappers,1953
PhL13,Escapade,1955
PhL15,High Tide at Noon,1957
PhL16,Innocent Sinners,1958
PhL19,Take a Giant Step,1961
PhL21,13 West Street,1962
PhL100,Bed Of Roses,1964
PhL124,Adam's Woman,1970
PhL125,The Birdmen,1971
PhL135,The Curse of King Tut's Tomb,1980
WHW10,Shadow in the Sky,1952
WTy10,The Stranger Left No Card,1952
xSc10,Carmen Prohibida,1952
ADx2,Nous Etions Treize,1956
ADx3,Forges,1956
ADx4,"Cin\'ema, bonjour",1958
ADx5,La Plan\`ete Fauve,1959
ADx10,Le temps des \'ecoliers,1962
ADx11,De Man Die Zijn Haar Kort Liet Knippen,1967
ADx12,"Un Soir, Un Train",1968
ADx13,Rendevous at Bray,1973
ADx14,Belle,1973
ADx20,1001 Films,1973
ADx25,Met Deric Bouts,1975
ADx30,Een Vrouw tussen Hond en Wolf,1979
ADx35,To Woody Allen with Love,1983
ADx37,Benvenuta,1983
ADx39,Babel Opera,1983
ADx45,L'Oevre au Noir,1988
AFo10,Five Boys from Barska,1953
ALv10,Vice Squad,1953
ALv100,Decoy,1956
ALv101,The Return of Verge Likens,1964
ASu10,The Great Adventure,1953
AtH10,Cat Women of the Moon,1953
CFr10,Intimate Relations,1953
DkP3,You Can't Run Away From It,1956
DkP4,The Enemy Below,1957
DkP5,The Hunters,1958
DKu1,Entre Nous,1953
DKu5,Coup de Foudre,1983
DKu10,Apres l'Amour,1993
EDW10,Glen or Glenda,1953
EDW13,Jail Bait,1954
EDW14,Bride of the Monster,1955
EDW22,Plan 9 From Outer Space,1956
EDW26,Night of the Ghouls,1958
EDW30,The Sinister Urge,1961
EuL10,"The Beast from 20,000 Fathoms",1953
EuL20,The Giant Behemoth,1959
EuL30,Gorgo,1961
FFe10,The Hindu,1953
HEs10,"I, The Jury",1953
HoC10,Captain Scarlett,1953
JA5,It Came From Outer Space,1953
JA10,The Glass Web,1953
JA13,Creature From the Black Lagoon,1954
JA15,Revenge of the Creature,1955
JA20,The Incredible Shrinking Man,1957
JA30,High School Confidential!,1958
JA35,The Mouse that Roared,1959
JHi7,The Spoilers,1955
JIv6,Shakespeare Wallah,1965
JIv8,Bombay Talkie,1970
JIv10,Helen - Queen of the Nautch Girls,1972
JIv11,Savages,1972
JIv15,The Wild Party,1974
JIv21,The Slaves of New York,1975
JIv28,The Europeans,1979
JIv30,Heat and Dust,1982
JIv33,The Bostonians,1984
JIv35,A Room with A View,1986
JIv37,Maurice,1987
JIv40,Mr.~and Mrs.~Bridge,1990
JIv42,Howard's End,1992
JIv43,The Remains of the Day,1993
JIv45,Jefferson in Paris,1995
JIv47,Surviving Picasso,1997
JIv51,The Golden Bowl,2001
KaS10,Children of Hiroshima,1953
KaS14,The Wolf,1956
KaS20,The Island,1961
KaS23,Ningen,1963
KaS25,Onibaba,1964
KaS30,Kuroneko,1967
LgC10,"Bread, Love, and Dreams",1953
LgC20,"Infancia, vocazione e prime esperienze do Giacomo Casanova Veneziano",1975
LgC30,La Boheme,1988
LiA10,This Sporting Life,1963
LiA20,If ...,1968
LiA30,O Lucky Man,1972
LiA40,Brittania Hospital,1982
LiA50,The Whales of August,1987
MCy2,Stella,1955
MCy3,The Girl in Black,1955
MCy5,Electra,1962
MCy8,Zorba the Greek,1965
MCy10,The Trojan Women,1971
MCy11,Iphigenia,1976
NLr10,Beggone Dull Care,1953
NuJ1,Night People,1954
NuJ2,Black Widow,1954
NuJ3,How to Be Very Very Popular,1955
NuJ4,The Man in The Gray Flannel Suit,1956
NuJ6,The Three Faces of Eve,1957
NuJ7,The Man Who Understood Women,1957
NuJ10,The World of Henry Orient,1964
RDW2,Beneath the 12-Mile Reef,1953
RDW7,Caribbean Mystery,1954
RDW10,Love Me Tender,1956
RoA3,Apache,1954
RoA4,Vera Cruz,1953
RoA5,"Kiss Me, Deadly",1955
RoA7,The Big Knife,1955
RoA11,Attack!,1957
RoA22,Sodom and Gomorrah,1962
RoA23,Whatever Happened to Baby Jane?,1962
RoA25,"Hush Hush, Sweet Charlotte",1964
RoA26,The Flight of the Phoenix,1965
RoA28,Dirty Dozen,1966
RoA30,The Killing of Sister George,1968
RoA32,The Legend of Lylah Clare,1968
Roa35,Too Late the Hero,1969
RoA41,Grissom Gang,1971
RoA45,Ulzana's Raid,1972
RoA48,Emperor of the North Pole,1973
RoA57,Hustle,1975
RoA64,The Longest Yard,1975
RoA65,Twilight's Last Gleaming,1976
RoA66,The Choirboys,1977
RoA68,The Frisco Kid,1979
RoA70,All the Marbles,1981
SSn1,Dream Wife,1953
SSn2,The Buster Keaton Story,1957
StK1,Fear and Desire,1953
StK2,Killer's Kiss,1955
StK3,The Killing,1956
StK4,Paths of Glory,1958
StK5,Spartacus,1960
StK6,Lolita,1962
StK7,Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb,1963
StK8,"2001, A Space Odyssey",1969
StK9,A Clockwork Orange,1975
StK10,Barry Lyndon,1975
StK15,The Shining,1979
StK20,Full Metal Jacket,1987
StK21,Eyes Wide Shut,1999
VeS10,Ghost Ship,1953
VeS30,The Vampire Beast Craves Blood,1968
WoR20,Village of the Damned,1960
WoR25,Cairo,1963
AMa10,Prisoner of War,1954
AMa50,The Longest Day,1962
AMa56,Crack in the World,1965
AMa60,Birds Do It,1966
AMa61,Around the World Under the Sea,1966
AWj5,A Generation,1954
AWj7,Kanal,1955
AWj10,Ashes and Diamonds,1958
AWj12,Lotna,1959
AWj13,Innocent Sorcerers,1960
AWj15,The Siberian Lady Macbeth,1961
AWj16,Samson,1961
AWj20,Everything for Sale,1967
AWj22,Landscape after Battle,1970
AWj23,Birch Wood,1970
AWj25,The Wedding,1972
AWj27,The Promised Land,1974
AWj29,The Shadow Line,1976
AWj30,Man of Marble,1977
AWj31,Without Anesthesia,1978
AWj33,The Young Girls of Wilko,1979
AWj34,Orchestra Conductor,1980
AWj35,Man of Iron,1980
AWj37,Danton,1983
AWj38,A Love in Germany,1983
AWj41,The Possessed,1988
AWj43,Chronicle of a Love Affair,1990
AWj45,Korczak,1990
AWj46,Crime and Punishment,1990
AWj48,Hamlet IV,1991
AWj50,The Horse Hair Ring,1992
GGr1,River Beat,1954
GGr8,SOS Pacific,1959
GGr9,The Mark,1960
GGr10,The Angry Silence,1960
GGr12,Diamond Head,1963
GGr18,Once is Not Enough,1975
GSc1,Macbeth,1954
GSc2,Doll's House,1959
GSc3,Victoria Regina,1961
GSc4,Tempest,1963
GSc5,Invincible Mr. Disraeli,1963
GSc6,Holy Terror,1965
GSc8,Barefoot in Athens,1966
GSc10,Elizabeth the Queen,1968
GSc14,Doctor's Wives,1970
GSc17,F. Scott Fitzgerald and the Last of the Belles,1974
GSc18,Amelia Earhart,1976
GSc19,Right of Way,1984
HLS10,Gog,1954
HoK5,Big House USA,1954
HoK8,The Girl in Black Stockings,1957
HoK10,Frankenstein - 1970,1958
HoK12,Andy Hardy Comes Home,1958
IIl10,The Fast and Furious,1954
JAl10,The Vanishing Prarie,1954
JAl20,Fantasia 2000,1999
JJu10,The Golden Mistress,1954
JWe1,Dragnet,1954
JWe3,Pete Kelly's Blues,1955
JWe5,The D.I.,1957
JWe6,-30-,1959
JWe7,The Last Time I Saw Archie,1962
JWe12,Dragnet,1966
KoI5,The Heart,1954
KoI8,The Punishment Room,1955
KoI10,The Burmese Harp,1956
KoI15,Odd Obsessions,1958
KoI20,Fires on the Plain,1959
KoI25,The Sin,1961
KoI30,An Actor's Revenge,1963
KoI35,Alone in the Pacific,1966
KoI40,To Love Again,1971
KoI45,The Wanderers,1973
KoI50,I am a Cat,1975
KoI55,The Inugami Family,1976
KoI60,Matababi,1977
KoI65,Queen Bee,1978
KoI67,Devil's Island,1978
KoI70,The Phoenix,1977
LaB10,The Wild One,1954
LaB30,The Evil of Adelaide Winters,1964
LaB31,Thanatos Palace Hotel,1965
LNm10,The Night My Number Came Up,1954
LNm14,Dunkirk,1958
MT10,Secret Agent,1980
NKo10,Magic City,1954
NKo15,Dracos -- The Ogre of Athens,1956
NKo25,1922,1978
PeG3,Summer and Smoke,1960
PeG4,Becket,1964
PeG6,Hotel Paradiso,1966
PtF5,Attilo Flagello di Dio,1954
PtF10,Le Fatiche di Ercole,1957
SR1,Pather Panchali,1954
SR15,Aparajito,1956
SR20,Jalsaghar,1958
SR25,Apur Sansar,1959
SR30,Devi,1960
SR31,The Postmaster,1961
SR32,Samapti,1961
SR33,Monihara,1961
SR35,Kachenjunga,1962
SR36,Mahangar,1963
SR37,Charulata,1964
SR38,Kapurush o Mahapurush,1965
SR39,The Hero,1966
SR40,The Adventures of Goopy and Bagha,1968
SR45,Aranyer Din Ratri,1969
SR46,The Adversary,1971
SR50,Company Limited,1972
SR55,Ashani Sanket,1974
SR60,Jana Aranya,1976
SR65,The Chess Players,1977
SR80,The Stranger,1992
TKg10,Gate of Hell,1954
ToT10,"Godzilla, King of the Monsters",1954
UsI10,After the Curfew,1954
xTu10,Robot Monster,1954
YvR3,Men Only Think of That,1954
YvR6,Le Grand Blond avec une Chaussure Noire,1972
YvR10,Courage Fuyons,1979
YvR15,My Mother's Castle,1981
YvR16,My Father's Glory,1982
AS10,The Indiscreet Mrs. Jarvis,1955
AS14,Fade In,1968
AS18,Dune,1984
AS19,Stitches,1985
AS20,Appointment with Fear,1985
AS21,Let's Get Harry,1986
AS23,Ghost Fever,1987
AS24,I Love New York,1988
AS25,Starfire,1990
AS26,The Shrimp on the Barbie,1990
AS29,Brother Future,1992
AS30,Boy Meets Girl,1994
ABl10,Too Bad She's Bad,1955
ASk10,"Music, Poverty, and Pride",1955
BE1,Bring your Smile Along,1955
BE2,He Laughed Last,1956
BE3,Mister Cory,1957
BE4,This Happy Feeling ,1958
BE5,The Perfect Furlough,1959
BE6,Operation Petticoat,1959
BE7,High Time,1960
BE8,Breakfast at Tiffany's,1961
BE9,Experiment in Terror,1962
BE10,Days of Wine and Roses,1962
BE11,The Pink Panther,1963
BE12,A Shot in the Dark,1964
BE13,The Great Race,1965
BE14,What Did you Do in the War Daddy,1966
BE15,Gunn,1967
BE16,The Party,1968
BE17,Darling Lili,1970
BE18,Wild Rovers,1971
BE19,The Carey Treatment,1972
BE20,Tamarind Seed,1974
BE21,The Return of the Pink Panther,1974
BE22,The Pink Panther Strikes Again,1974
BE23,Revenge of the Pink Panther,1976
BE24,10,1979
BE25,S.O.B.,1981
BE26,Victor/Victoria,1982
BE27,Trail of the Pink Panther,1982
BE28,Curse of the Pink Panther,1983
BE29,The Man Who Loved Women,1983
BE30,Mickey and Maude,1984
BE31,A Fine Mess,1986
BE32,That's Life!,1986
BE33,Blind Date,1987
BE34,Sunset,1988
BE35,Justin Case,1988
BE36,Skin Deep,1989
BE37,Peter Gunn,1971
BE38,Switch,1991
BE39,Son of the Pink Panther,1993
BVS3,Female Jungle,1955
BVS10,The Brain Eaters,1975
CL1,The Night of the Hunter,1955
ClS1,Bonjour Sourire,1955
ClS10,The Big Risk,1960
ClS16,Head First,1964
ClS22,Les choses de la vie,1969
ClS25,C\'esar et Rosalie,1972
ClS28,"Vincent, Francois, Paul and the others",1976
ClS30,Une Histoire Simple,1978
ClS31,Mado,1978
ClS33,Un Mauvais Fils,1980
ClS36,Garcon!,1983
ClS40,Un coeur en hiver,1992
ClS45,Nelly and Monsieur Arnaud,1996
CoW1,Strom Fear,1955
CoW2,Maracaibo,1958
CoW3,Lancelot and Guinevere,1963
CoW5,Beach Red,1967
CoW6,No Blade of Grass,1971
CoW7,Shark's Treasure,1975
CSG10,Jungle Moon Men,1955
DeM1,Marty,1955
DeM2,The Bachelor Party,1957
DeM4,Desire Under the Elms,1958
DeM6,The Dark at the Top of the Stairs,1960
DeM8,Lover Come Back,1961
DeM10,That Touch of Mink,1962
DeM17,Night Crossing,1980
DeM20,Separate Tables,1983
DM100,Triggers in Leash,1955
DM101,The Vanishing Lady,1955
DM200,To Trap a Spy,1965
DM230,The Organization,1971
GFj10,I Married a Monster From Outer Space,1958
GFj15,I Was a Teenage Werewolf,1957
GFj20,The Rebel Set,1959
GTz3,Counterfeit Coin,1955
GTz10,Antigone,1961
HeH10,The Bar Sinister,1955
HeH12,The Invisible Boy,1957
HLu10,Lady and the Tramp,1955
HVe10,Les Amants du Tage,1955
HVe11,Des Gens sans Importance,1955
HWo1,Drei von der Tankstelle,1955
InA10,Animal World,1955
InA15,The Story of Mankind,1957
InA28,Voyage to the Bottom of the Sea,1961
InA30,Five Weeks in a Ballon,1962
InA50,The Swarm,1978
IPa10,Dementia,1955
JCn1,The Bespoke Overcoat,1956
JCn2,Room at The Top,1958
JCn3,The Innocents,1961
JCn4,The Pumpkin Eater,1964
JCn6,The Great Gatsby,1974
JCn20,Something Wicked This Way Comes,1983
JuA100,Salvage,1955
JuA101,A Bullet for Baldwin,1956
JuA102,Safe Conduct,1956
JuA103,Nightmare in 4-D,1957
JuA104,The Night the World Ended,1957
JuA105,"Martha Mason, Movie Star",1957
JuA106,The West Warlock Time Capsule,1957
JuA107,The Indestructible Mr.~Weems,1957
MvS1,The Seven Little Foys,1955
MvS2,Beau James,1957
MvS3,Houseboat,1958
MvS4,The Five Pennies,1959
MvS6,On the Double,1961
MvS10,The Pigeon That Took Rome,1962
MvS12,A New Kind of Love,1963
NPa3,The Court Jester,1956
NPa10,The Maltese Bippy,1969
NPa20,"Coffee, Tea, or Me?",1973
NPS10,Rio 40 Gauss,1955
NPS15,Vidas Secas,1963
NPS20,Fome de Amor,1968
NPS25,Como era Gostoso o Meu Frances,1971
PhD1,Prince of Players,1955
PhD2,A View from Pompey's Head,1955
PhD5,Ten North Frederick,1958
PhD9,Wild in the Country,1961
PhD10,Lisa,1962
PhD15,Blindfold,1966
PSv1,Contraband Spain,1955
PSv2,Stop the World - I Want to Get Off,1966
PSv3,Oedipus the King,1968
PSv4,The Best House in London,1969
PSv5,Secrets,1971
PSv6,"Those Glory, Glory Days",1983
PSv7,Shadey,1987
PSv8,Mandela,1987
PSv9,Wonderland,1989
PSv10,Fellow Traveller,1989
PSv11,Max and Helen,1990
PSv12,Family Pictures,1993
PSv13,Metroland,1999
RAl1,The Delinquents,1955
RAl5,The James Dean Story,1957
RAl20,The Young One,1957
RAl21,Together,1958
RAl50,Countdown,1968
RAl55,The Happy Ending,1969
RAl56,M*A*S*H,1970
RAl62,Brewster McCloud,1971
RAl68,McCabe and Mrs.~Miller,1971
RAl69,Images,1972
RAl70,The Long Goodbye,1973
RAl71,Thieves Like Us,1973
RAl72,California Split,1974
RAl73,Nashville,1975
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976
RAl75,3 Women,1978
RAl76,A Wedding,1978
RAl80,Popeye,1980
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982
RAl87,Streamers,1983
RAl88,Secret Honor,1984
RAl90,Vincent and Theo,1990
RAl93,The Player,1992
RAl95,Short Cuts,1993
RAl98,Ready to Wear ,1994
RAl101,The Gingerbread Man,1997
RAl104,Cookie's Fortune,1999
RAl106,Gosford Park,2002
RbG10,It Came from beneath the Sea,1955
RCo3,Swamp Women,1955
RCo4,It Conquered the World,1955
RCo9,Cry Baby Killer,1957
RCo10,Not of This Earth,1957
RCo11,Attack of the Crab Monster,1957
RCo13,Carnival Rock,1957
RCo14,Machine Gun Kelly,1958
RCo15,"I, Mobster",1958
RCo23,The Wasp Woman,1959
RCo24,A Bucket of Blood,1959
RCo26,House of Usher,1960
RCo27,The Little Shop of Horrors,1960
RCo30,The Pit and the Pendulum,1961
RCo32,The Premature Burial,1962
RCo33,The Intruder,1962
RCo34,Tales of Terror,1962
RCo35,Tower of London,1962
RCo36,The Raven,1963
RCo37,The Terror,1963
RCo38,The Haunted Palace,1963
RCo41,The Masque of the Red Death,1964
RCo43,The Tomb of Ligeia,1965
RCo44,The Wild Angels,1966
RCo45,The St.~Valentine's Day Massacre,1967
RCo46,The Trip,1967
RCo47,Bloody Mama,1970
RCo48,Gas-s-s!,1970
RCo49,von Richthoven and Brown,1971
RCo60,Streetwalkin',1980
RCo70,Watchers II,1987
RGt10,Komal Gandhar,1964
RGt15,Subarnarekha,1965
RMl1,A Man Alone,1955
RSt100,Premonition,1955
RSt101,Our Cook's a Treasure,1955
RSt102,Guilty Witness,1955
RSt103,The Cheney Vase,1955
RSt104,You Got to Have Luck,1956
RSt105,The Older Sister,1956
RSt106,Shopping for Death,1956
RSt107,Place of Shadows,1956
RSt108,The Perfect Murder,1956
RSt109,Portrait of Jocelyn,1956
RSt110,Never Again,1956
RSt111,The Gentleman from America,1956
RSt112,The Baby Sitter,1956
RSt113,The Hidden Thing,1956
RSt114,Momentum,1956
RSt115,De Mortuis,1956
RSt116,None are so Blind,1956
RSt117,Toby,1956
RSt118,John Brown's Body,1956
RSt201,The Big Caper,1957
RSt319,Manacled,1957
RSt320,Number Twenty-two,1957
RSt321,The End of Indian Summer,1957
RSt322,One for the Road,1957
RSt323,I Killed the Count,1957
RSt324,The Hands of Mr.~Ottermole,1957
RSt325,The Dangerous People,1957
RSt326,The Glass Eye,1957
RSt327,Heart of Gold,1957
RSt328,Lord Arthur Savile's Crime,1958
RSt329,The Motive,1958
RSt330,Miss Bracegirdle Does her Duty,1958
RSt331,Heartbeat,1958
RSt332,Foghorn,1958
RSt333,The Eye of Truth,1958
RSt334,The Canary Sedan,1958
RSt335,Don't Interrupt,1958
RSt336,Design for Loving,1958
RSt337,A Man with a Problem,1958
RSt338,Tea Time,1958
RSt339,I'll Take Care of You,1959
RSt340,The Waxwork,1959
RSt341,The Impossible Dream,1959
RSt342,Appointment at Eleven,1959
RSt343,Specialty of the House,1959
RSt344,The Greatest Monster of Them All,1961
RSt405,I Thank A Fool,1962
RSt410,In the Cool of the Day,1963
RSt440,"Goodbye, George",1963
RSt441,The Magic Shop,1964
RSt442,The Ordeal of Mrs.~Snow,1964
RSt445,Consider Her Ways,1964
RSt446,"The Monkey's Paw, A Retelling",1965
SK1,Not as a Stranger,1955
SK2,Pride and the Passion,1957
SK3,The Defiant Ones,1958
SK4,On the Beach,1959
SK5,Inherit the Wind,1960
SK6,Judgement at Nuremberg,1961
SK8,It's a Mad Mad Mad Mad World,1963
SK10,Ship of Fools,1965
SK12,Guess Who's Coming to Dinner,1967
SK14,The Secret of Santa Vittoria,1969
SK16,R.P.M.,1971
SK17,Bless the Beasts and Children,1971
SK20,Oklahoma Crude,1973
SK22,Bless the Beasts and Children,1973
SK26,The Domino Principle,1977
SK30,The Runner Stumbles,1979
SuH1,Children in the Classroom,1955
SuH2,Children Who Draw Pictures,1956
SuH10,Furyo Shonen,1961
SuH14,Kanojo to Kare,1963
SuH15,Te o Tanagu Kora,1963
SuH20,Hatsui Jigokuhen,1968
ToG3,Will Penny,1968
ToG6,The Hawaiians,1970
ToG8,Glass House,1972
ToG9,Lady Ice,1973
ToG10,Breakout,1975
ToG15,Breakheart Pass,1976
ToG20,QB VII,1980
ToG22,The Greatest,1980
VDa10,The Benny Goodman Story,1955
WiF10,John and Julie,1955
AbB1,The Price of Fear,1956
ABd,The Young Guns,1956
ABd4,I Bury the Living,1957
AVL2,The Abductors,1956
AVL6,McLintock,1963
AVL7,Shenandoah,1965
AVL9,The Way West,1966
AVL10,Bandolero!,1968
AVL11,The Undefeated,1969
AVL13,Hellfighters,1971
AVL17,One More Train to Rob,1971
AVL18,Something Big,1971
AVL19,The Abductors,1971
AVL21,The Train Robbers,1973
AVL29,Fantastic Journey,1977
AVL30,The Wild Geese,1978
AVL35,The Sea Wolves,1980
CD7,Nothing But the Best,1963
CD8,What's New Pussycat?,1965
CD10,Here we go Round the Mulberry Bush,1967
CD11,Luv,1967
CD20,Old Dracula,1973
CD22,Vampira,1974
CD28,The Thief of Bagdad,1981
CD29,Charlie Chan and the Curse of the Dragon Queen,1981
CD31,The Scarlet Pimpernel,1982
CD33,A Christmas Carol,1982
DMG1,Johnny Concho,1956
DMG2,The Delicate Delinquent,1957
FCk1,Whodunit,1956
FCk2,The Rose Garden,1956
FiC1,Patterns of Power,1956
FiC3,Big Hand for a Little Lady,1966
FiC4,How to Save A Marriage,1967
FiC5,Prudence and the Pill,1968
FiC11,Miracle on 34th Street,1973
FiC13,This Is The West That Was,1974
FiC20,A Love Affair: The Eleanor and Lou Gehrig Story,1980
FrE10,The Violent Years,1956
FrL10,Great Locomotive Chase,1956
GeP10,Murder She Said,1963
GeP15,Murder at the Gallop,1963
GeP16,Murder Most Foul,1964
GeP18,Murder Ahoy,1964
GeP25,Ten Little Indians,1965
GeP40,The Electric Horseman,1979
GeP45,,1999
GOw10,Kiss Before Dying,1956
GOw15,Screaming Mimi,1958
GOw20,Agent for H.A.R.M.,1966
HeD100,The Belfry,1956
HeD101,The Creeper,1956
HeD102,Fog Closing In,1956
HeD103,Kill with Kindness,1956
HeD104,The Better Bargain,1956
HeD105,My Brother Richard,1957
HeD106,A Bottle of Wine,1957
HeD107,The Cream of the Jest,1957
HeD108,Father and Son,1957
HeD109,Sylvia,1958
HeD110,The Return of the Hero,1958
HeD111,The Way Up to Heaven,1958
HeD112,Little White Frock,1958
HeD113,The Morning After,1959
HeD114,The Last Dark Step,1959
HeD115,The Diamond Necklace,1959
HeD116,The Dusty Drawer,1959
HeD117,Coyote Moon,1959
HeD118,The Blessington Method,1959
HeD119,Graduating Class,1959
HeD120,The Cure,1960
HeD121,"Mother, May I go out to Swim?",1960
HeD122,Outlaw in Town,1960
HeD123,Summer Shade,1961
HeD124,The Door Without a Key,1962
HeD125,The Star Juror,1963
HeD126,A Home Away From Home,1963
HeD127,Nothing Ever Happens in Linvale,1963
HuC4,The Third Voice,1959
HuC7,The Night of the Following Day,1969
HuC1,title,1956
IML100,Jonathan,1956
IML101,Crackpot,1957
IML102,Malice Domestic,1957
JaK4,The Shop on Main Street,1964
JAn1,The Rainmaker,1956
JAn2,The Matchmaker,1958
JAn6,Tomorrow,1972
JNs100,Help Wanted,1956
JNs101,The Orderly World of Mr.~Appleby,1956
JNs102,The Legacy,1956
JNs103,Crack of Doom,1956
JNs104,A Man Greatly Beloved,1957
JNs105,The Mail Order Prophet,1957
JNs106,Reward to Finder,1957
JNs107,Rainy Day,1957
JNs108,The Percentage,1958
JNs109,The Equalizer,1958
JNs110,Meeting in Paris,1958
JNs111,Bull in a China Shop,1958
JNs112,The Safe Place,1958
JNs210,Summer Magic,1963
JqR5,Le Coup du Berger,1956
JqR10,Paris Nous Appartient,1960
JqR15,La Religieuse,1956
JqR17,Paris Belongs to Us,1962
JqR20,L'Amour Fou,1968
JqR23,Out 1,1971
JqR25,Celine and Julie Go Boating,1974
JqR30,La Vengeresse,1976
JqR35,Merry Go Round,1978
JqR43,Hurlevent,1985
JqR50,La Belle Noiseuse,1991
JqR55,Divertimento,1993
JuB100,Alibi Me,1956
JuB101,Conversation Over A Corpse,1956
JuB102,The Three Dreams of Mr.~Findlater,1957
JuB103,Night of the Execution,1957
JuB104,Touch\'e,1959
LMa2,Frantic,1957
LMa3,The Lovers,1958
LMa4,Zazie dans le Metro,1961
LMa5,A very Private Affair,1962
LMa6,Le fue Follet,1963
LMa10,Viva Maria!,1965
LMa17,Le Voleur,1967
LMa18,Souffle au Coeur,1971
LMa19,Lacombe Lucien,1975
LMa21,Pretty Baby,1978
LMa23,My Dinner With Andre,1981
LMa24,Atlantic City,1981
LMa26,Crackers,1984
LMa28,Alamo Bay,1987
LMa30,Au Revoir Les Enfants,1988
LMa35,May Fools,1990
LMa37,Damage,1992
LMa40,Vanya on 42nd Street,1994
MFe10,Queen Bee,1963
MFe20,Liza,1972
MFe25,The Grande Bouffe,1973
MFe30,Blowout,1975
MFe40,Tales of Ordinary Madness,1981
MR1,Edge of the City,1956
MR2,No Down Payment,1957
MR3,The Long Hot Summer,1958
MR4,Black Orchid,1958
MR5,The Sound and the Fury,1959
MR7,The Outrage,1961
MR9,Hud,1963
MR11,The Spy Who Came in from the Cold,1965
MR12,Hombre,1967
MR13,The Brotherhood,1968
MR14,The Great White Hope,1970
MR15,The Molly Macguires,1970
MR17,Pete 'n Tillie,1972
MR19,The Front,1976
MR21,Norma Rae,1979
MR25,Back Roads,1980
MR29,Cross Creek,1983
MR30,Nuts,1987
MR34,Iris and Stanley,1989
NAC10,Jungle Hell,1956
RoL10,Anything Goes,1956
